No,주소,경도,위도,상태,세부위치,설치장소설명,형태,담당,관리기관 번호
122,서울특별시 성동구 왕십리로 12-9,127.0453165,37.53903071,인근좌표,서울특별시 성동구 왕십리로 12-9 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
123,서울특별시 성동구 동일로 173,127.0668019,37.54771607,정좌표,서울특별시 성동구 동일로 173 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
124,서울특별시 성동구 뚝섬로 310,127.0461861,37.54099567,정좌표,서울특별시 성동구 뚝섬로 310 편의점 주변,,담배꽁초 수거용,가로환경미화원,
125,서울특별시 성동구 뚝섬로 436,127.0591207,37.53669789,정좌표,서울특별시 성동구 뚝섬로 436 편의점 주변,,담배꽁초 수거용,가로환경미화원,
126,서울특별시 성동구 왕십리로 89,127.0443411,37.54575446,정좌표,서울특별시 성동구 왕십리로 89 횡단보도 옆(성동구종합체육센터),,담배꽁초 수거용,가로환경미화원,
127,서울특별시 성동구 성수이로 118,127.0578574,37.54517382,정좌표,서울특별시 성동구 성수이로 118 횡단보도 옆(라성빌딩),,담배꽁초 수거용,가로환경미화원,
128,서울특별시 성동구 아차산로 85-1,127.0537916,37.54548301,정좌표,서울특별시 성동구 아차산로 85-1 편의점 주변,,담배꽁초 수거용,가로환경미화원,
129,서울특별시 성동구 성수이로 108,127.057375,37.54454891,정좌표,서울특별시 성동구 성수이로 108 편의점 주변,,담배꽁초 수거용,가로환경미화원,
130,서울특별시 성동구 아차산로 49,127.0500381,37.54678925,정좌표,서울특별시 성동구 아차산로 49 편의점 주변,,담배꽁초 수거용,가로환경미화원,
131,서울특별시 성동구 왕십리로 232,127.0417535,37.5576851,정좌표,서울특별시 성동구 왕십리로 232 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
132,서울특별시 성동구 청계천로10가길 102,127.0374349,37.57152317,정좌표,서울특별시 성동구 청계천로10가길 102 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
133,서울특별시 성동구 청계천로 546,127.036905,37.57171705,정좌표,서울특별시 성동구 청계천로 546 도로(가로)변,,담배꽁초 수거용,가로환경미화원,
134,서울특별시 성동구 금호로 141-1,127.0210038,37.5536807,정좌표,서울특별시 성동구 금호로 141-1 횡단보도 옆,,담배꽁초 수거용,가로환경미화원,
135,서울특별시 성동구 금호로 168,127.0202082,37.55581367,정좌표,서울특별시 성동구 금호로 168  도로(가로)변,,담배꽁초 수거용,가로환경미화원,
136,서울특별시 성동구 행당로 15,127.0216535,37.55486645,정좌표,서울특별시 성동구 행당로 15 금호1가동주민센터 주변,,담배꽁초 수거용,가로환경미화원,
