No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
124,서울특별시 은평구 연서로75 서내과의원앞,126.9151005,37.60599754,정좌표,서울특별시 은평구 연서로75 서내과의원앞,,일반 사각 쓰레기통,서울시 은평구청,
125,서울특별시 은평구 연서로75 서내과의원앞,126.9151005,37.60599754,정좌표,서울특별시 은평구 연서로75 서내과의원앞,,일반 사각 쓰레기통,서울시 은평구청,
126,서울특별시 은평구 연서로37 역촌초교 버스정류장,126.9155387,37.60256561,정좌표,서울특별시 은평구 연서로37 역촌초교 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
127,서울특별시 은평구 은평터널로144 마을버스정류장,126.9063806,37.59188968,정좌표,서울특별시 은평구 은평터널로144 마을버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
128,서울특별시 은평구 은평터널로145 카맨샵앞,126.9061561,37.59216454,정좌표,서울특별시 은평구 은평터널로145 카맨샵앞,,일반 사각 쓰레기통,서울시 은평구청,
129,서울특별시 은평구 은평터널로145 카맨샵앞,126.9061561,37.59216454,정좌표,서울특별시 은평구 은평터널로145 카맨샵앞,,일반 사각 쓰레기통,서울시 은평구청,
130,서울특별시 은평구 은평터널로51 은천교회앞,126.8994437,37.58560037,정좌표,서울특별시 은평구 은평터널로51 은천교회앞,,일반 사각 쓰레기통,서울시 은평구청,
131,서울특별시 은평구 증산로393-1 서울낚시프라자앞,126.9133891,37.59146504,정좌표,서울특별시 은평구 증산로393-1 서울낚시프라자앞,,일반 사각 쓰레기통,서울시 은평구청,
132,서울특별시 은평구 증산로393-1 서울낚시프라자앞,126.9133891,37.59146504,정좌표,서울특별시 은평구 증산로393-1 서울낚시프라자앞,,일반 사각 쓰레기통,서울시 은평구청,
133,서울특별시 은평구 증산역 4번출구,126.9265692,37.6177163,인근좌표,서울특별시 은평구 증산역 4번출구,,일반 사각 쓰레기통,서울시 은평구청,
134,서울특별시 은평구 증산역 4번출구,126.9265692,37.6177163,인근좌표,서울특별시 은평구 증산역 4번출구,,일반 사각 쓰레기통,서울시 은평구청,
135,서울특별시 은평구 증산로299 파리바게뜨앞,126.9093309,37.5839716,정좌표,서울특별시 은평구 증산로299 파리바게뜨앞,,일반 사각 쓰레기통,서울시 은평구청,
136,서울특별시 은평구 증산로299 파리바게뜨앞,126.9093309,37.5839716,정좌표,서울특별시 은평구 증산로299 파리바게뜨앞,,일반 사각 쓰레기통,서울시 은평구청,
137,서울특별시 은평구 증산로253 피자헛앞,126.9057933,37.58099294,정좌표,서울특별시 은평구 증산로253 피자헛앞,,일반 사각 쓰레기통,서울시 은평구청,
138,서울특별시 은평구 증산로253 피자헛앞,126.9057933,37.58099294,정좌표,서울특별시 은평구 증산로253 피자헛앞,,일반 사각 쓰레기통,서울시 은평구청,
139,서울특별시 은평구 증산동177-24 증산중학교 버스정류장 (불광천),126.9058403,37.58066248,정좌표,서울특별시 은평구 증산동177-24 증산중학교 버스정류장 (불광천),,항아리형 쓰레기통,서울시 은평구청,
140,서울특별시 은평구 증산역1~2번사이 환풍기,126.9265692,37.6177163,인근좌표,서울특별시 은평구 증산역1~2번사이 환풍기,,일반 사각 쓰레기통,서울시 은평구청,
141,서울특별시 은평구 증산역 2번출구,126.9265692,37.6177163,인근좌표,서울특별시 은평구 증산역 2번출구,,항아리형 쓰레기통,서울시 은평구청,
142,서울특별시 은평구 증산역 2번출구,126.9265692,37.6177163,인근좌표,서울특별시 은평구 증산역 2번출구,,항아리형 쓰레기통,서울시 은평구청,
143,서울특별시 은평구 와산교 버스정류장 (불광천),126.9265692,37.6177163,인근좌표,서울특별시 은평구 와산교 버스정류장 (불광천),,항아리형 쓰레기통,서울시 은평구청,
144,서울특별시 은평구 와산교 버스정류장 (불광천),126.9265692,37.6177163,인근좌표,서울특별시 은평구 와산교 버스정류장 (불광천),,항아리형 쓰레기통,서울시 은평구청,
145,서울특별시 은평구 숭실고입구 버스정류장 (불광천),126.9265692,37.6177163,인근좌표,서울특별시 은평구 숭실고입구 버스정류장 (불광천),,항아리형 쓰레기통,서울시 은평구청,
146,서울특별시 은평구 숭실고입구 버스정류장 (불광천),126.9265692,37.6177163,인근좌표,서울특별시 은평구 숭실고입구 버스정류장 (불광천),,항아리형 쓰레기통,서울시 은평구청,
147,서울특별시 은평구 증산로 413건너편 (불광천),126.9138468,37.59314155,정좌표,서울특별시 은평구 증산로 413건너편 (불광천),,항아리형 쓰레기통,서울시 은평구청,
148,서울특별시 은평구 증산로 413건너편 (불광천),126.9138468,37.59314155,정좌표,서울특별시 은평구 증산로 413건너편 (불광천),,항아리형 쓰레기통,서울시 은평구청,
149,서울특별시 은평구 응암역 신사오거리 버스정류장 (불광천),129.0571699,35.58648813,인근좌표,서울특별시 은평구 응암역 신사오거리 버스정류장 (불광천),,항아리형 쓰레기통,서울시 은평구청,
150,서울특별시 은평구 응암역 신사오거리 버스정류장 (불광천),129.0571699,35.58648813,인근좌표,서울특별시 은평구 응암역 신사오거리 버스정류장 (불광천),,항아리형 쓰레기통,서울시 은평구청,
151,서울특별시 은평구 통일로 935 박석고개버스정류장,126.9195217,37.62650676,정좌표,서울특별시 은평구 통일로 935 박석고개버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
152,서울특별시 은평구 통일로 935 박석고개버스정류장,126.9195217,37.62650676,정좌표,서울특별시 은평구 통일로 935 박석고개버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
153,서울특별시 은평구 통일로925 모노마트,126.9197491,37.62559068,정좌표,서울특별시 은평구 통일로925 모노마트,,일반 사각 쓰레기통,서울시 은평구청,
154,서울특별시 은평구 통일로925 모노마트,126.9197491,37.62559068,정좌표,서울특별시 은평구 통일로925 모노마트,,일반 사각 쓰레기통,서울시 은평구청,
155,서울특별시 은평구 통일로 905 신한은행갈현지점앞,126.919601,37.62376817,정좌표,서울특별시 은평구 통일로 905 신한은행갈현지점앞,,일반 사각 쓰레기통,서울시 은평구청,
156,서울특별시 은평구 통일로 905 신한은행갈현지점앞,126.919601,37.62376817,정좌표,서울특별시 은평구 통일로 905 신한은행갈현지점앞,,일반 사각 쓰레기통,서울시 은평구청,
157,서울특별시 은평구 통일로 897 신한은행 앞,126.919453,37.62313542,정좌표,서울특별시 은평구 통일로 897 신한은행 앞,,일반 사각 쓰레기통,서울시 은평구청,
158,서울특별시 은평구 통일로 869 스타벅스앞,126.9198067,37.62036555,정좌표,서울특별시 은평구 통일로 869 스타벅스앞,,일반 사각 쓰레기통,서울시 은평구청,
159,서울특별시 은평구 통일로 869 스타벅스앞,126.9198067,37.62036555,정좌표,서울특별시 은평구 통일로 869 스타벅스앞,,일반 사각 쓰레기통,서울시 은평구청,
160,서울특별시 은평구 통일로861 연신내역 7번출구앞,126.9201943,37.6197861,정좌표,서울특별시 은평구 통일로861 연신내역 7번출구앞,,일반 사각 쓰레기통,서울시 은평구청,
161,서울특별시 은평구 통일로861 연신내역 7번출구앞,126.9201943,37.6197861,정좌표,서울특별시 은평구 통일로861 연신내역 7번출구앞,,일반 사각 쓰레기통,서울시 은평구청,
162,서울특별시 은평구 통일로 835 우리은행앞,126.9217252,37.61790747,정좌표,서울특별시 은평구 통일로 835 우리은행앞,,일반 사각 쓰레기통,서울시 은평구청,
163,서울특별시 은평구 통일로 835 우리은행앞,126.9217252,37.61790747,정좌표,서울특별시 은평구 통일로 835 우리은행앞,,일반 사각 쓰레기통,서울시 은평구청,
164,서울특별시 은평구 통일로 827 연신내역 버스정류장,126.9223814,37.61711985,정좌표,서울특별시 은평구 통일로 827 연신내역 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
165,서울특별시 은평구 통일로 827 연신내역 버스정류장,126.9223814,37.61711985,정좌표,서울특별시 은평구 통일로 827 연신내역 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
166,서울특별시 은평구 통일로 813 타이어뱅크앞,126.9234391,37.6162473,정좌표,서울특별시 은평구 통일로 813 타이어뱅크앞,,일반 사각 쓰레기통,서울시 은평구청,
167,서울특별시 은평구 통일로 755 중앙사(명찰),126.9280012,37.61236671,정좌표,서울특별시 은평구 통일로 755 중앙사(명찰),,일반 사각 쓰레기통,서울시 은평구청,
168,서울특별시 은평구 통일로 713 우리은행불광지점,126.9306126,37.6092371,정좌표,서울특별시 은평구 통일로 713 우리은행불광지점,,일반 사각 쓰레기통,서울시 은평구청,
169,서울특별시 은평구 불광역3번출구,126.9265692,37.6177163,인근좌표,서울특별시 은평구 불광역3번출구,,일반 사각 쓰레기통,서울시 은평구청,
170,서울특별시 은평구 불광역3번출구,126.9265692,37.6177163,인근좌표,서울특별시 은평구 불광역3번출구,,일반 사각 쓰레기통,서울시 은평구청,
171,서울특별시 은평구 통일로 675 천사부동산앞,126.9330575,37.6066586,정좌표,서울특별시 은평구 통일로 675 천사부동산앞,,일반 사각 쓰레기통,서울시 은평구청,
172,서울특별시 은평구 통일로 675 천사부동산앞,126.9330575,37.6066586,정좌표,서울특별시 은평구 통일로 675 천사부동산앞,,일반 사각 쓰레기통,서울시 은평구청,
173,서울특별시 은평구 한국전력앞,126.9265692,37.6177163,인근좌표,서울특별시 은평구 한국전력앞,,일반 사각 쓰레기통,서울시 은평구청,
174,서울특별시 은평구 한국전력앞,126.9265692,37.6177163,인근좌표,서울특별시 은평구 한국전력앞,,일반 사각 쓰레기통,서울시 은평구청,
175,서울특별시 은평구 통일로627 대한적집자사 앞,126.9347447,37.60275038,정좌표,서울특별시 은평구 통일로627 대한적집자사 앞,,일반 사각 쓰레기통,서울시 은평구청,
176,서울특별시 은평구 녹번역 5번출구,126.9265692,37.6177163,인근좌표,서울특별시 은평구 녹번역 5번출구,,일반 사각 쓰레기통,서울시 은평구청,
177,서울특별시 은평구 녹번역 5번출구,126.9265692,37.6177163,인근좌표,서울특별시 은평구 녹번역 5번출구,,일반 사각 쓰레기통,서울시 은평구청,
178,서울특별시 은평구 통일로 599 녹번역 3번출구,126.9357994,37.60016299,정좌표,서울특별시 은평구 통일로 599 녹번역 3번출구,,일반 사각 쓰레기통,서울시 은평구청,
179,서울특별시 은평구 통일로 599 녹번역 3번출구,126.9357994,37.60016299,정좌표,서울특별시 은평구 통일로 599 녹번역 3번출구,,일반 사각 쓰레기통,서울시 은평구청,
180,서울특별시 은평구 통일로 610 녹번역 2번출구,126.9372723,37.60079528,정좌표,서울특별시 은평구 통일로 610 녹번역 2번출구,,일반 사각 쓰레기통,서울시 은평구청,
181,서울특별시 은평구 통일로 610 녹번역 2번출구,126.9372723,37.60079528,정좌표,서울특별시 은평구 통일로 610 녹번역 2번출구,,일반 사각 쓰레기통,서울시 은평구청,
182,서울특별시 은평구 통일로 610 녹번역 1번출구,126.9372723,37.60079528,정좌표,서울특별시 은평구 통일로 610 녹번역 1번출구,,일반 사각 쓰레기통,서울시 은평구청,
183,서울특별시 은평구 통일로 610 녹번역 1번출구,126.9372723,37.60079528,정좌표,서울특별시 은평구 통일로 610 녹번역 1번출구,,일반 사각 쓰레기통,서울시 은평구청,
184,서울특별시 은평구 한국전력건너편 횡단보도앞,126.9265692,37.6177163,인근좌표,서울특별시 은평구 한국전력건너편 횡단보도앞,,일반 사각 쓰레기통,서울시 은평구청,
185,서울특별시 은평구 한국전력건너편 횡단보도앞,126.9265692,37.6177163,인근좌표,서울특별시 은평구 한국전력건너편 횡단보도앞,,일반 사각 쓰레기통,서울시 은평구청,
186,서울특별시 은평구 통일로 684 서울혁신파크앞,126.9331786,37.60721125,정좌표,서울특별시 은평구 통일로 684 서울혁신파크앞,,일반 사각 쓰레기통,서울시 은평구청,
187,서울특별시 은평구 통일로716 블랙야크 앞,126.9307971,37.60983287,정좌표,서울특별시 은평구 통일로716 블랙야크 앞,,일반 사각 쓰레기통,서울시 은평구청,
